Machine,Family,WorkloadTypes,CPU,vCPUs,Nodes,MemoryGB,BenchmarkScore,SourceUrl
Standard_E20_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,338166.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,541040.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,520279.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,774116.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1025603.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,16.0,27008.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,16.0,26729.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,31341.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,32.0,51647.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,32.0,49459.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,57986.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4-2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,32.0,26468.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4-2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,32.0,26457.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4-2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,32.0,31350.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,64.0,101750.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,64.0,101526.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,120073.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,64.0,26318.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,64.0,27219.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-2s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,64.0,31322.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,64.0,52719.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,64.0,49518.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,64.0,57859.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,128.0,195755.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,128.0,199681.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,240250.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,128.0,54920.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,128.0,50869.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,128.0,58019.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,128.0,103358.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,128.0,102945.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,128.0,120189.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,20,1,160.0,245271.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,20,1,160.0,249245.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,300197.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,2,256.0,379015.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,1,256.0,397086.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,477740.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,2,256.0,105799.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,256.0,103535.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,256.0,120109.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,2,256.0,199765.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,256.0,202033.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,256.0,240249.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,48,2,384.0,570727.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,48,2,384.0,578285.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,687857.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,64,2,432.0,763127.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,64,2,432.0,770574.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,432.0,913390.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,2,432.0,234395.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,2,432.0,211781.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,432.0,232571.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,2,432.0,411194.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,2,432.0,395227.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32s_v3,Esv3 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,432.0,464744.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,16.0,27615.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,16.0,27471.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,32.0,51755.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,32.0,48159.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,64.0,100794.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,64.0,100458.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,128.0,196170.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,128.0,199986.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,240246.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,20,1,160.0,243816.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,20,1,160.0,245193.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,300653.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,2,256.0,377052.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,1,256.0,393569.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,479255.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,48,2,384.0,569428.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,48,2,384.0,577766.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,687699.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,64,2,432.0,761587.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,64,2,432.0,765301.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64_v3,Ev3 - Memory Optimized,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,432.0,913332.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,14.0,37489.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,14.0,40138.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,14.0,37889.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,14.0,44107.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,14.0,19615.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,14.0,20835.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,14.0,18765.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS11-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,1,14.0,23145.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,28.0,73222.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,28.0,76452.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,28.0,73140.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,28.0,86916.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,28.0,19387.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,28.0,22048.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,28.0,19102.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-1_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,1,28.0,22205.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,28.0,38766.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,28.0,41447.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,28.0,37639.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS12-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,28.0,44226.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,56.0,147234.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,56.0,147218.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,56.0,144612.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,56.0,172617.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,56.0,38688.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,56.0,39898.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-2_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,56.0,38861.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,56.0,73105.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,56.0,77848.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,56.0,74935.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS13-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,56.0,86402.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,112.0,284796.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,112.0,298261.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,112.0,286993.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
