Machine,Family,WorkloadTypes,CPU,vCPUs,Nodes,MemoryGB,BenchmarkScore,SourceUrl
Standard_E16ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,271926.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,125.8,68703.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,125.8,136880.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,341049.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,545162.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,251.7,136995.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,251.7,273226.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,807259.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,1060197.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,2,503.9,273485.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,2,503.9,536329.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1580476.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96-24ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,2,661.4,397038.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96-48ds_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,661.4,800107.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E104ids_v5,EDSv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1708585.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,34927.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,68699.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,136974.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,273081.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,341711.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,545310.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,801326.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,1062425.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96d_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1584556.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E104id_v5,EDv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1709169.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,31454.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,65672.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4-2s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,31.4,32937.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,120429.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-2s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,62.8,30473.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-4s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,62.8,64115.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,254478.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,125.8,65592.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,125.8,121123.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,323191.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,495411.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,251.7,123436.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,251.7,232861.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,699578.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,969853.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,2,503.9,244325.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,2,503.9,499778.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1417598.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96-24s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,2,661.4,368448.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96-48s_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,661.4,711917.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E104is_v5,ESv5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1718000.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,31147.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,63068.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,126346.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,252327.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,307839.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,528288.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,704530.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,925660.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1369408.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E104i_v5,Ev5,Memory optimized,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1507969.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,2,1,16.0,38155.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,4,1,32.0,71500.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,8,1,64.0,151201.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,16,2,128.0,293186.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,20,3,160.0,363292.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,32,4,256.0,570199.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,48,6,384.0,841547.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,64,8,512.0,1108151.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96as_v4,Easv4,Memory optimized,AMD EPYC 7452 32-Core Processor,96,12,672.0,1578349.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,2,1,16.0,38035.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,4,1,32.0,71345.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,8,1,64.0,151511.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,16,2,128.0,292668.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,20,3,160.0,361845.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,32,4,256.0,570615.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,48,6,384.0,841419.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,64,8,512.0,1116891.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E96a_v4,Eav4,Memory optimized,AMD EPYC 7452 32-Core Processor,96,12,672.0,1592228.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35975.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65819.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4-2ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,32.0,35623.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,135576.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-2ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,64.0,35831.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-4ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,64.0,66007.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,271138.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,128.0,66461.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,128.0,135960.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,339000.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,538949.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,527258.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,256.0,136425.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,2,256.0,136743.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,256.0,271264.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,256.0,269101.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,775434.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1027169.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,504.0,266956.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32ds_v4,EDSv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,504.0,521183.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35901.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65859.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,135986.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,271196.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,338449.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,539487.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,529841.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,772684.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64d_v4,EDv4,Undefined,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1025563.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35750.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65919.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4-2s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,32.0,35875.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,136061.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-2s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,64.0,35762.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8-4s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,64.0,65865.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,270956.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-4s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,128.0,66290.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16-8s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,128.0,135990.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E20s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,339149.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,540883.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,533105.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,256.0,136061.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-8s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,2,256.0,136911.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,256.0,271570.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E32-16s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,256.0,264434.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E48s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,774071.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1024690.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-16s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,504.0,266980.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E64-32s_v4,Esv4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,504.0,521342.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E2_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35781.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E4_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65742.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E8_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,135668.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_E16_v4,Ev4,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,270553.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
